USER_ID,ITEM_ID,TIMESTAMP
1,1,0
1,2,1
1,3,2
1,4,3
1,5,4
1,6,5
1,7,6
1,8,7
1,9,8
1,10,9
2,1,10
2,2,11
2,3,12
2,4,13
2,5,14
2,6,15
2,7,16
2,8,17
2,9,18
2,10,19
3,1,20
3,2,21
3,3,22
3,4,23
3,5,24
3,6,25
3,7,26
3,8,27
3,9,28
3,10,29
4,1,30
4,2,31
4,3,32
4,4,33
4,5,34
4,6,35
4,7,36
4,8,37
4,9,38
4,10,39
5,1,40
5,2,41
5,3,42
5,4,43
5,5,44
5,6,45
5,7,46
5,8,47
5,9,48
5,10,49
6,1,50
6,2,51
6,3,52
6,4,53
6,5,54
6,6,55
6,7,56
6,8,57
6,9,58
6,10,59
7,1,60
7,2,61
7,3,62
7,4,63
7,5,64
7,6,65
7,7,66
7,8,67
7,9,68
7,10,69
8,1,70
8,2,71
8,3,72
8,4,73
8,5,74
8,6,75
8,7,76
8,8,77
8,9,78
8,10,79
9,1,80
9,2,81
9,3,82
9,4,83
9,5,84
9,6,85
9,7,86
9,8,87
9,9,88
9,10,89
10,1,90
10,2,91
10,3,92
10,4,93
10,5,94
10,6,95
10,7,96
10,8,97
10,9,98
10,10,99
11,11,100
11,12,101
11,13,102
11,14,103
11,15,104
11,16,105
11,17,106
11,18,107
11,19,108
11,20,109
12,11,110
12,12,111
12,13,112
12,14,113
12,15,114
12,16,115
12,17,116
12,18,117
12,19,118
12,20,119
13,11,120
13,12,121
13,13,122
13,14,123
13,15,124
13,16,125
13,17,126
13,18,127
13,19,128
13,20,129
14,11,130
14,12,131
14,13,132
14,14,133
14,15,134
14,16,135
14,17,136
14,18,137
14,19,138
14,20,139
15,11,140
15,12,141
15,13,142
15,14,143
15,15,144
15,16,145
15,17,146
15,18,147
15,19,148
15,20,149
16,11,150
16,12,151
16,13,152
16,14,153
16,15,154
16,16,155
16,17,156
16,18,157
16,19,158
16,20,159
17,11,160
17,12,161
17,13,162
17,14,163
17,15,164
17,16,165
17,17,166
17,18,167
17,19,168
17,20,169
18,11,170
18,12,171
18,13,172
18,14,173
18,15,174
18,16,175
18,17,176
18,18,177
18,19,178
18,20,179
19,11,180
19,12,181
19,13,182
19,14,183
19,15,184
19,16,185
19,17,186
19,18,187
19,19,188
19,20,189
20,11,190
20,12,191
20,13,192
20,14,193
20,15,194
20,16,195
20,17,196
20,18,197
20,19,198
20,20,199
21,21,200
21,22,201
21,23,202
21,24,203
21,25,204
21,26,205
21,27,206
21,28,207
21,29,208
21,30,209
22,21,210
22,22,211
22,23,212
22,24,213
22,25,214
22,26,215
22,27,216
22,28,217
22,29,218
22,30,219
23,21,220
23,22,221
23,23,222
23,24,223
23,25,224
23,26,225
23,27,226
23,28,227
23,29,228
23,30,229
24,21,230
24,22,231
24,23,232
24,24,233
24,25,234
24,26,235
24,27,236
24,28,237
24,29,238
24,30,239
25,21,240
25,22,241
25,23,242
25,24,243
25,25,244
25,26,245
25,27,246
25,28,247
25,29,248
25,30,249
26,21,250
26,22,251
26,23,252
26,24,253
26,25,254
26,26,255
26,27,256
26,28,257
26,29,258
26,30,259
27,21,260
27,22,261
27,23,262
27,24,263
27,25,264
27,26,265
27,27,266
27,28,267
27,29,268
27,30,269
28,21,270
28,22,271
28,23,272
28,24,273
28,25,274
28,26,275
28,27,276
28,28,277
28,29,278
28,30,279
29,21,280
29,22,281
29,23,282
29,24,283
29,25,284
29,26,285
29,27,286
29,28,287
29,29,288
29,30,289
30,21,290
30,22,291
30,23,292
30,24,293
30,25,294
30,26,295
30,27,296
30,28,297
30,29,298
30,30,299
31,31,300
31,32,301
31,33,302
31,34,303
31,35,304
31,36,305
31,37,306
31,38,307
31,39,308
31,40,309
32,31,310
32,32,311
32,33,312
32,34,313
32,35,314
32,36,315
32,37,316
32,38,317
32,39,318
32,40,319
33,31,320
33,32,321
33,33,322
33,34,323
33,35,324
33,36,325
33,37,326
33,38,327
33,39,328
33,40,329
34,31,330
34,32,331
34,33,332
34,34,333
34,35,334
34,36,335
34,37,336
34,38,337
34,39,338
34,40,339
35,31,340
35,32,341
35,33,342
35,34,343
35,35,344
35,36,345
35,37,346
35,38,347
35,39,348
35,40,349
36,31,350
36,32,351
36,33,352
36,34,353
36,35,354
36,36,355
36,37,356
36,38,357
36,39,358
36,40,359
37,31,360
37,32,361
37,33,362
