USER_ID,ITEM_ID,TIMESTAMP
1,참치볶음밥,0
1,새우미역국,1
1,북어찜,2
1,카스텔라,3
1,멸치주먹밥,4
2,무된장국,5
2,해물매운탕,6
2,동태찌개,7
2,바지락칼국수,8
2,두부김치,9
2,BLT샌드위치,10
3,해물탕,11
3,라조기,12
3,감자크로켓,13
3,치즈케이크,14
3,생선까스,15
3,연포탕,16
4,우렁된장국,17
4,시래기된장국,18
4,미트볼 토마토 스파게티,19
4,도가니탕,20
4,김치김밥,21
4,두부전골,22
5,돌솥비빔밥,23
5,열무냉면,24
5,라조기,25
5,난자완스,26
5,찹쌀도넛,27
5,등심돈가스,28
6,새우초밥,29
6,돼지고기채소볶음,30
6,장어초밥,31
6,쇠고기김밥,32
6,미역오이냉국,33
6,초코 소라빵,34
7,돼지갈비구이,35
7,안심돈가스,36
7,BLT샌드위치,37
7,메기매운탕,38
7,함박스테이크,39
7,쇠고기사태찜,40
8,닭죽,41
8,전복탕,42
8,새우볶음밥,43
8,참치볶음밥,44
8,불고기버거,45
8,조개된장찌개,46
9,김치찌개,47
9,꽃게탕,48
9,찹쌀도우넛,49
9,모듬회덮밥,50
9,오징어튀김,51
9,돼지고기채소볶음,52
10,돼지불고기,53
10,소시지볶음,54
10,피자빵,55
10,쇠고기전골,56
10,쟁반국수,57
10,해물탕,58
11,쇠고기무국,59
11,비빔국수,60
11,햄샌드위치,61
11,찹쌀도우넛,62
11,김치우동,63
11,조기매운탕,64
12,도넛,65
12,콩나물된장찌개,66
12,고추잡채,67
12,짜장면,68
12,새우튀김롤,69
12,기스면,70
13,쇠고기 샤브샤브,71
13,짬뽕,72
13,메밀국수,73
13,참치 샌드위치,74
13,안심스테이크,75
13,소불고기,76
14,참꼬막,77
14,베이글,78
14,참치죽,79
14,소고기국밥,80
14,문어숙회,81
14,해물콩나물찜,82
15,햄 김치찌개,83
15,오징어튀김,84
15,회덮밥,85
15,오리고기죽,86
15,식빵토스트,87
15,해물크림소스스파게티,88
16,닭볶음,89
16,김치찌개,90
16,등심돈까스,91
16,장어탕,92
16,꽁치찌개,93
16,곰보빵,94
17,쑥된장국,95
17,연어초밥,96
17,장어덮밥,97
17,순대국,98
17,도미찜,99
17,식빵토스트,100
18,콩나물된장찌개,101
18,해물매운탕,102
18,감자탕,103
18,닭개장,104
18,돼지머리국밥,105
18,무시래기된장국,106
19,기스면,107
19,오징어찌개,108
19,굴짬뽕,109
19,연어롤,110
19,오리백숙,111
19,생크림케이크,112
20,생선모듬초밥,113
20,자장밥,114
20,삼겹살고추장구이,115
20,초콜릿케이크,116
20,꽁치김치찌개,117
20,무밥,118
21,연어롤,119
21,오징어찌개,120
21,츄러스,121
21,만주,122
21,도미찜,123
21,치킨너겟,124
22,고추잡채,125
22,순댓국,126
22,굴비구이,127
22,삼겹살고추장구이,128
22,낙지볶음,129
22,치즈케이크,130
23,참꼬막,131
23,쇠고기 샤브샤브,132
23,물만두,133
23,아구찜,134
23,쇠고기고추장볶음,135
23,치즈케이크,136
24,두부애호박된장찌개,137
24,만둣국,138
24,캘리포니아롤,139
24,꽁치구이,140
24,전복죽,141
24,참치샌드위치,142
25,삼선우동,143
25,참치죽,144
25,영양돌솥밥,145
25,달걀국,146
25,초코 소라빵,147
25,치즈케이크,148
26,어묵국,149
26,만둣국,150
26,콩국수,151
26,돼지머리국밥,152
26,김치국,153
26,치즈돈가스,154
27,참치마요삼각김밥,155
27,돼지곱창순대볶음,156
27,닭죽,157
27,쇠고기주먹밥,158
27,비빔밥,159
27,콩나물밥,160
28,콩나물국,161
28,삼선우동,162
28,순두부찌개,163
28,생선물회,164
28,영양돌솥밥,165
28,해물찜,166
29,멸치주먹밥,167
29,열무김치국수,168
29,키조개구이,169
29,조기매운탕,170
29,호박죽,171
29,김칫국,172
30,콩나물국밥,173
30,치즈피자,174
30,불고기피자,175
30,우동(일식),176
30,채소고로케,177
30,대구 매운탕,178
31,치킨버거,179
31,냉이된장국,180
31,햄 김치찌개,181
31,무된장국,182
31,내장탕,183
31,참치김치찌개,184
32,사골만두국,185
32,새우젓두부찌개,186
32,영양돌솥밥,187
32,농어초밥,188
32,청국장찌개,189
32,우동,190
33,장어초밥,191
33,찐고구마,192
33,소곱창구이,193
33,볶음밥,194
33,참치죽,195
33,두부쇠고기고추장찌개,196
34,김치볶음밥,197
34,참치마요삼각김밥,198
34,볶음밥,199
34,해물매운탕,200
34,유산슬,201
34,맑은감자국,202
35,오리고기구이,203
35,닭발볶음,204
35,두부애호박된장찌개,205
35,안심스테이크,206
35,오징어덮밥,207
35,고등어튀김,208
36,소고기무국,209
36,간짜장,210
36,키조개구이,211
36,후라이드치킨,212
36,쇠고기된장찌개,213
36,삼겹살고추장구이,214
37,문어고추장볶음,215
37,간짜장,216
37,안심스테이크,217
37,고기만두,218
37,삼겹살구이,219
37,주꾸미볶음,220
38,햄김치찌개,221
38,쇠고기 샤브샤브,222
38,짜장밥,223
38,간장양념치킨,224
38,불고기버거,225
38,참치마요네즈 삼각김밥,226
39,울면,227
39,소세지볶음,228
39,삼계탕,229
39,우거지곰탕,230
39,소시지볶음,231
39,장어탕,232
40,카레라이스,233
40,메밀국수,234
40,소세지볶음,235
40,자장면,236
40,꼬막찜,237
40,민어찜,238
41,조개된장찌개,239
41,주꾸미볶음,240
41,채소샌드위치,241
41,조기구이,242
41,치즈돈가스,243
41,충무김밥,244
42,불고기덮밥,245
42,간자장,246
42,한치초밥,247
42,찐옥수수,248
42,아귀찜,249
42,호떡,250
43,탕수육,251
43,해물덮밥,252
43,선지해장국,253
43,볶음우동,254
43,고등어튀김,255
43,깐풍기,256
44,호박찌개,257
44,냉이된장국,258
44,쇠고기전골,259
44,뼈다귀해장국,260
44,제육덮밥,261
44,순두부찌개,262
45,찹쌀도우넛,263
45,탕국,264
45,북어찜,265
45,참치 샌드위치,266
45,닭볶음탕,267
45,우동,268
46,소곱창전골,269
46,새우초밥,270
46,하이라이스,271
46,떡라면,272
46,콤비네이션피자,273
46,김치라면,274
47,코다리찜,275
47,도가니탕,276
47,삼선우동,277
47,고추김밥,278
47,문어숙회,279
47,채소고로케,280
48,갈치구이,281
48,츄러스,282
48,자장면,283
48,기스면,284
48,두부고추장찌개,285
48,쇠고기무국,286
49,곰탕,287
49,연어롤,288
49,참치김밥,289
49,쫄면,290
49,오리고기구이,291
49,피자빵,292
50,게살죽,293
50,꽁치김치찌개,294
50,오징어덮밥,295
50,해물매운탕,296
50,카레라이스,297
50,콩나물밥,298
51,충무김밥,299
51,미역국,300
51,낙지덮밥,301
51,새우초밥,302
51,순두부김치찌개,303
51,고추장불고기 삼각김밥,304
52,치즈김밥,305
52,오징어튀김,306
52,새우미역국,307
52,비빔냉면,308
52,소고기버섯죽,309
52,돼지고기김치찌개,310
53,무된장국,311
53,시금치된장국,312
53,찐감자,313
53,팔보채,314
53,광어매운탕,315
53,만두,316
54,새우튀김,317
54,부대찌개,318
54,페이스트리,319
54,양송이스프,320
54,찹쌀도우넛,321
54,곰탕,322
55,크림소스스파게티,323
55,돼지고기볶음,324
55,쇠고기미역국,325
55,페퍼로니피자,326
55,햄 김치찌개,327
55,치즈케이크,328
56,불고기피자,329
56,햄샌드위치,330
56,굴국밥,331
56,얼갈이배춧국,332
56,충무김밥,333
56,버섯찌개,334
57,돼지고기볶음,335
57,생선까스,336
57,호떡,337
57,새우볶음밥,338
57,닭개장,339
57,달래된장찌개,340
58,미소된장국,341
