USER_ID,ITEM_ID,TIMESTAMP
1,4,0
1,11,1
1,6,2
1,3,3
1,8,4
2,13,5
2,3,6
2,13,7
2,2,8
2,6,9
3,6,10
3,13,11
3,6,12
3,1,13
3,9,14
4,13,15
4,10,16
4,10,17
4,12,18
4,7,19
5,2,20
5,5,21
5,3,22
5,10,23
5,13,24
6,10,25
6,9,26
6,10,27
6,7,28
6,8,29
7,12,30
7,1,31
7,6,32
7,8,33
7,12,34
8,11,35
8,8,36
8,3,37
8,3,38
8,11,39
9,6,40
9,7,41
9,13,42
9,6,43
9,6,44
10,7,45
10,12,46
10,8,47
10,3,48
10,5,49
11,2,50
11,13,51
11,2,52
11,1,53
11,1,54
12,3,55
12,13,56
12,8,57
12,8,58
12,11,59
13,8,60
13,11,61
13,12,62
13,12,63
13,10,64
14,10,65
14,11,66
14,8,67
14,10,68
14,12,69
15,6,70
15,9,71
15,6,72
15,5,73
15,11,74
16,5,75
16,11,76
16,10,77
16,10,78
16,1,79
17,11,80
17,9,81
17,9,82
17,7,83
17,9,84
18,1,85
18,2,86
18,7,87
18,7,88
18,1,89
19,3,90
19,9,91
19,2,92
19,1,93
19,3,94
20,5,95
20,6,96
20,8,97
20,4,98
20,4,99
21,9,100
21,6,101
21,7,102
21,9,103
21,12,104
22,5,105
22,3,106
22,9,107
22,10,108
22,3,109
23,13,110
23,5,111
23,3,112
23,1,113
23,8,114
24,9,115
24,6,116
24,12,117
24,9,118
24,5,119
25,4,120
25,9,121
25,6,122
25,12,123
25,12,124
26,9,125
26,11,126
26,3,127
26,10,128
26,8,129
27,10,130
27,8,131
27,3,132
27,13,133
27,3,134
28,2,135
28,8,136
28,1,137
28,3,138
28,13,139
29,3,140
29,9,141
29,6,142
29,5,143
29,7,144
30,3,145
30,11,146
30,9,147
30,6,148
30,9,149
31,2,150
31,4,151
31,2,152
31,13,153
31,8,154
32,13,155
32,1,156
32,11,157
32,8,158
32,1,159
33,5,160
33,5,161
33,12,162
33,9,163
33,4,164
34,8,165
34,7,166
34,7,167
34,10,168
34,11,169
35,7,170
35,7,171
35,2,172
35,2,173
35,2,174
36,4,175
36,5,176
36,1,177
36,7,178
36,6,179
37,9,180
37,12,181
37,1,182
37,8,183
37,8,184
38,8,185
38,3,186
38,8,187
38,7,188
38,6,189
39,11,190
39,8,191
39,4,192
39,9,193
39,13,194
40,13,195
40,8,196
40,3,197
40,4,198
40,7,199
41,4,200
41,7,201
41,3,202
41,2,203
41,3,204
42,2,205
42,12,206
42,1,207
42,5,208
42,6,209
43,7,210
43,5,211
43,6,212
43,12,213
43,4,214
44,9,215
44,4,216
44,4,217
44,4,218
44,3,219
45,10,220
45,5,221
45,11,222
45,3,223
45,7,224
46,1,225
46,13,226
46,1,227
46,13,228
46,6,229
47,12,230
47,5,231
47,5,232
47,9,233
47,4,234
48,2,235
48,8,236
48,1,237
48,1,238
48,2,239
49,1,240
49,1,241
49,3,242
49,5,243
49,7,244
50,12,245
50,10,246
50,8,247
50,9,248
50,8,249
51,10,250
51,3,251
51,7,252
51,2,253
51,10,254
52,3,255
52,11,256
52,5,257
52,8,258
52,3,259
53,6,260
53,8,261
53,6,262
53,5,263
53,12,264
54,6,265
54,10,266
54,8,267
54,12,268
54,1,269
55,3,270
55,4,271
55,1,272
55,1,273
55,5,274
56,9,275
56,13,276
56,9,277
56,6,278
56,4,279
57,4,280
57,2,281
57,2,282
57,8,283
57,4,284
58,10,285
58,10,286
58,5,287
58,3,288
58,5,289
59,2,290
59,11,291
59,6,292
59,7,293
59,7,294
60,11,295
60,13,296
60,4,297
60,6,298
60,9,299
61,3,300
61,6,301
61,4,302
61,1,303
61,13,304
62,3,305
62,6,306
62,5,307
62,4,308
62,13,309
63,12,310
63,6,311
63,12,312
63,13,313
63,5,314
64,5,315
64,9,316
64,9,317
64,4,318
64,1,319
65,11,320
65,11,321
65,8,322
65,7,323
65,11,324
66,11,325
66,1,326
66,3,327
66,3,328
66,2,329
67,6,330
67,9,331
67,7,332
67,7,333
67,8,334
68,12,335
68,5,336
68,10,337
68,8,338
68,9,339
69,10,340
69,13,341
69,13,342
69,13,343
69,9,344
70,1,345
70,12,346
70,4,347
70,9,348
70,2,349
71,13,350
71,7,351
71,3,352
71,2,353
71,9,354
72,2,355
72,11,356
72,13,357
72,7,358
72,5,359
73,6,360
73,13,361
73,8,362
73,6,363
73,9,364
74,12,365
74,13,366
74,4,367
74,6,368
74,11,369
75,11,370
75,4,371
75,5,372
75,5,373
75,8,374
76,12,375
76,11,376
76,13,377
76,5,378
76,2,379
77,13,380
77,10,381
77,13,382
77,2,383
77,12,384
78,3,385
78,5,386
78,7,387
78,6,388
78,3,389
79,6,390
79,7,391
79,7,392
79,5,393
79,12,394
80,1,395
80,11,396
80,12,397
80,12,398
80,12,399
81,6,400
81,2,401
81,6,402
81,11,403
81,3,404
82,11,405
82,11,406
82,1,407
82,13,408
82,7,409
83,11,410
83,13,411
83,10,412
83,1,413
83,12,414
84,10,415
84,4,416
84,2,417
84,2,418
84,13,419
85,6,420
85,9,421
85,13,422
85,3,423
85,2,424
86,1,425
86,11,426
86,3,427
86,12,428
86,8,429
87,6,430
87,10,431
87,5,432
87,11,433
87,4,434
88,11,435
88,3,436
